"fond";"typ_podpory";"opatreni";"climate_share";"fin_vyuct_narodni";"fin_vyuct_eu";"fin_vyuct_czv"
"EAFRD 07-13";"Plošná opatření";"AEO-Agroenvironmentální opatření 2007-13";"0,0";"-2466394,39000000";"-9551651,4300000";"-12018045,820000"
"EAFRD 07-13";"Plošná opatření";"ELESP-Péče a náhrada";"0,4";"-56258,60000000";"-225036,2200000";"-281294,820000"
"EAFRD 07-13";"Plošná opatření";"ELESZ-Zalesnění";"0,0";"-224803,18000000";"-899213,5700000";"-1124016,750000"
"EAFRD 07-13";"Plošná opatření";"I.1.1.1-I.1.1.1";"0,0";"-162564,00000000";"-487692,0000000";"-650256,000000"
"EAFRD 07-13";"Plošná opatření";"I.1.1.1.a-Stavby a technologie pro živočišnou výrobu";"0,0";"-884293,50000000";"-2652877,7500000";"-3537171,250000"
"EAFRD 07-13";"Plošná opatření";"I.1.1.1.b-Stavby a technologie pro rostlinnou výrobu";"0,0";"-1262704,00000000";"-3788109,0000000";"-5050813,000000"
"EAFRD 07-13";"Plošná opatření";"I.1.1.2-Spolupráce při vývoji nových produktů, postupů a tec";"0,0";"-4287,50000000";"-12862,5000000";"-17150,000000"
"EAFRD 07-13";"Plošná opatření";"I.1.2.1.a-Lesnická technika - pořízení strojů";"0,0";"-20469,93000000";"-61409,8100000";"-81879,740000"
"EAFRD 07-13";"Plošná opatření";"I.1.2.2.a-Lesnická technika - pořízení strojů";"0,0";"-39375,00000000";"-118125,0000000";"-157500,000000"
"EAFRD 07-13";"Plošná opatření";"I.1.2.3.a-Výstavba, modernizace, rekonstrukce a celkové opra";"0,0";"-1549,25000000";"-4647,7500000";"-6197,000000"
"EAFRD 07-13";"Plošná opatření";"I.1.3.1.c-Přidávání hodnoty zemědělským a potravinářským pro";"0,0";"-440331,00000000";"-1320993,0000000";"-1761324,000000"
"EAFRD 07-13";"Plošná opatření";"I.1.3.1.Z-Přidávání hodnoty zemědělským a potravinářským pro";"0,0";"-442621,50000000";"-1327860,6500000";"-1770482,150000"
"EAFRD 07-13";"Plošná opatření";"I.3.1.b-Další odborné vzdělávání a informační činnost";"0,0";"-125972,77000000";"-377918,2300000";"-503891,000000"
"EAFRD 07-13";"Plošná opatření";"I.3.2-Zahájení činnosti mladých zemědělců";"0,0";"-5109702,53000000";"-12000166,4200000";"-17109868,950000"
"EAFRD 07-13";"Plošná opatření";"I.3.4-Využívání poradenských služeb";"0,0";"-55240,40000000";"-165719,5600000";"-220959,960000"
"EAFRD 07-13";"Plošná opatření";"III.1.1.a-Diverzifikace činností nezemědělské povahy";"0,0";"-1088875,88000000";"-3266627,6600000";"-4355503,540000"
"EAFRD 07-13";"Plošná opatření";"III.1.1.d-Výstavba a modernizace zařízení na výrobu tvarovan";"0,0";"-2157842,00000000";"-6473526,0000000";"-8631368,000000"
"EAFRD 07-13";"Plošná opatření";"III.1.2.a-Zakládání a rozvoj mikropodniku";"0,0";"-2141883,32000000";"-6425647,0700000";"-8567530,390000"
"EAFRD 07-13";"Plošná opatření";"III.1.2.e-III.1.2.e";"0,0";"-6043,00000000";"-18130,0000000";"-24173,000000"
"EAFRD 07-13";"Plošná opatření";"III.1.2.f-Zakládání a rozvoj mikropodniku - území České rep";"0,0";"-194220,19000000";"-582662,5700000";"-776882,760000"
"EAFRD 07-13";"Plošná opatření";"III.1.3.b-III.1.3.b";"0,0";"-1504196,46000000";"-4512589,3800000";"-6016785,840000"
"EAFRD 07-13";"Plošná opatření";"III.1.3.b-Ubytování, sport";"0,0";"-1217784,00000000";"-3653350,0000000";"-4871134,000000"
"EAFRD 07-13";"Plošná opatření";"III.2.1.1.-III.2.1.1.";"0,0";"-412772,00000000";"-1238314,0000000";"-1651086,000000"
"EAFRD 07-13";"Plošná opatření";"III.2.1.2.-III.2.1.2.";"0,0";"-180748,29000000";"-542244,8800000";"-722993,170000"
"EAFRD 07-13";"Plošná opatření";"III.2.1.2.-Občanské vybavení a služby";"0,0";"-950163,21000000";"-2850488,7400000";"-3800651,950000"
"EAFRD 07-13";"Plošná opatření";"III.2.2.b-Obnova a zhodnocování kulturního dědictví venkova";"0,0";"-1096538,00000000";"-3289613,0000000";"-4386151,000000"
"EAFRD 07-13";"Plošná opatření";"IV.1.1-Místní akční skupina";"0,0";"-2274,02000000";"-9096,0900000";"-11370,110000"
"EAFRD 07-13";"Plošná opatření";"IV.1.2.1-Realizace místní rozvojové strategie";"0,0";"-181500,00000000";"-726000,0000000";"-907500,000000"
"EAFRD 07-13";"Plošná opatření";"IV.1.2.3-Realizace místní rozvojové strategie";"0,0";"-741638,34000000";"-2966543,3000000";"-3708181,640000"
"EAFRD 07-13";"Plošná opatření";"IV.2.1.a-Národní spolupráce";"0,0";"-180000,00000000";"-720000,0000000";"-900000,000000"
"EAFRD 07-13";"Plošná opatření";"LEOD-Lesnicko-environmentální opatření";"1,0";"-147,22000000";"-588,8900000";"-736,110000"
"EAFRD 07-13";"Plošná opatření";"LESND-Natura 2000 v lesích";"1,0";"-1580,74000000";"-6322,9800000";"-7903,720000"
"EAFRD 07-13";"Plošná opatření";"LFA-Méně příznivé oblasti";"1,0";"-616556,74000000";"-2466227,3400000";"-3082784,080000"
"EAFRD 07-13";"Plošná opatření";"NAT-Natura 2000";"1,0";"-6107,52000000";"-24429,8500000";"-30537,370000"
"EAFRD 07-13";"Plošná opatření";"PUZCD-Předčasné ukončení zemědělské činnosti";"0,0";"-13402,38000000";"-53609,5200000";"-67011,900000"
"EAFRD 07-13";"Plošná opatření";"PUZCP-Předčasné ukončení zemědělské činnosti";"0,0";"-704002,46000000";"-2112005,6400000";"-2816008,100000"
"EAFRD 14-20";"Plošná opatření";"AEKO-Agroenvironmentálně-klimatické opatření (AEKO)";"1,0";"3223414193,56997871";"9672808263,8701763";"12896222457,439909"
"EAFRD 14-20";"Plošná opatření";"AEO-Agroenvironmentální opatření 2007-13 (AEO)";"0,0";"35840924,57000000";"107555281,8899998";"143396206,460000"
"EAFRD 14-20";"Plošná opatření";"ANC-ANC";"0,0";"2169513102,97998905";"6510540691,6700974";"8680053794,649925"
"EAFRD 14-20";"Plošná opatření";"EKOZ-Ekologické zemědělství (EZ)";"1,0";"1366489361,91000056";"4100404216,5400109";"5466893578,450015"
"EAFRD 14-20";"Plošná opatření";"ELESP-Péče a náhrada";"0,4";"26912239,58000001";"80738535,9600011";"107650775,540000"
"EAFRD 14-20";"Plošná opatření";"GEN-GEN";"0,0";"3390334,91000000";"10170985,2800000";"13561320,190000"
"EAFRD 14-20";"Plošná opatření";"I.1.1.1-Modernizace zemědělských podniků";"0,0";"-8718,75000000";"-26156,2500000";"-34875,000000"
"EAFRD 14-20";"Plošná opatření";"I.1.1.1.a-Modernizace zemědělských podniků";"0,0";"-43986,03000000";"-131958,1000000";"-175944,130000"
"EAFRD 14-20";"Plošná opatření";"I.3.1.b-Další odborné vzdělávání a informační činnost";"0,0";"65904,00000000";"64598,0000000";"130502,000000"
"EAFRD 14-20";"Plošná opatření";"III.1.3.b-Ubytování, sport";"0,0";"3214109,00000000";"3150463,0000000";"6364572,000000"
"EAFRD 14-20";"Plošná opatření";"LEOD-Lesnicko-environmentální opatření (LEO)";"1,0";"8493640,47999999";"25480620,4200000";"33974260,900000"
"EAFRD 14-20";"Plošná opatření";"LESND-Natura 2000 v lesích";"1,0";"4527891,50000000";"13583613,9200000";"18111505,420000"
"EAFRD 14-20";"Plošná opatření";"LFA-Méně příznivé oblasti (LFA)";"1,0";"1187571143,55999827";"3563563261,2599621";"4751134404,820004"
"EAFRD 14-20";"Plošná opatření";"NAT-Natura 2000 na zemědělské půdě";"1,0";"12578009,56999999";"37738356,8200000";"50316366,390000"
"EAFRD 14-20";"Plošná opatření";"POR-Zachování porostního typu";"0,0";"32653049,92999999";"97959317,8600000";"130612367,790000"
"EAFRD 14-20";"Plošná opatření";"PPO-PPO";"0,0";"3548937,92000000";"10648941,6500000";"14197879,570000"
"EAFRD 14-20";"Plošná opatření";"PUZCP-Předčasné ukončení zemědělské činnosti (PUZČ)";"0,0";"181981153,85000053";"178367237,5999995";"360348391,450000"
"EAFRD 14-20";"Plošná opatření";"WLF-Dobré životní podmínky zvířat (Welfare/DŽPZ)";"0,0";"1591182708,53999877";"1560227897,3700001";"3151410605,909998"
"EAFRD 14-20";"Plošná opatření";"ZZPLP-Zalesnění zemědělské půdy (ZZP)";"0,4";"2946181,48000000";"8839234,5800000";"11785416,060000"
"EAFRD 14-20";"Plošná opatření";"ZZPPN-Podpora zalesňování/zakládání lesů včetně nákladů na z";"0,4";"1611769,91000000";"4835383,3600000";"6447153,270000"
"EAFRD 14-20";"Projektová opatření";"1.1.1-Vzdělávací akce";"1,0";"5329114,00000000";"5223552,0000000";"10552666,000000"
"EAFRD 14-20";"Projektová opatření";"1.2.1-Informační akce";"1,0";"8956977,00000000";"8779573,0000000";"17736550,000000"
"EAFRD 14-20";"Projektová opatření";"16.1.1-PE 16.1.1";"0,0";"2557345,00000000";"2506691,0000000";"5064036,000000"
"EAFRD 14-20";"Projektová opatření";"16.2.1-Podpora vývoje nových produktů, postupů a technologií";"0,0";"60499226,00000000";"59301207,0000000";"119800433,000000"
"EAFRD 14-20";"Projektová opatření";"16.2.2-Podpora vývoje nových produktů, postupů a technologií";"0,0";"719887891,00000000";"705632661,0000000";"1425520552,000000"
"EAFRD 14-20";"Projektová opatření";"16.3.1-PE 16.3.1";"0,0";"11839573,00000000";"11605116,0000000";"23444689,000000"
"EAFRD 14-20";"Projektová opatření";"19.2.1-Podpora provádění operací v rámci komunitně vedeného";"0,0";"561658711,39999998";"998606513,6000001";"1560265225,000000"
"EAFRD 14-20";"Projektová opatření";"19.3.1-PE 19.3.1";"0,0";"1230135,00000000";"2186896,0000000";"3417031,000000"
"EAFRD 14-20";"Projektová opatření";"20.1-Podpora technické pomoci (mimo CSV)";"0,0";"104793604,00000000";"102718316,0000000";"207511920,000000"
"EAFRD 14-20";"Projektová opatření";"20.2-Podpora pro zřízení a činnost CSV";"0,0";"16707226,00000000";"16376326,0000000";"33083552,000000"
"EAFRD 14-20";"Projektová opatření";"4.1.1-Investice do zemědělských podniků";"0,0";"4116428830,27999973";"4034912512,7200003";"8151341343,000000"
"EAFRD 14-20";"Projektová opatření";"4.2.1-Zpracování a uvádění na trh zemědělských produktů";"0,0";"944808700,00000000";"926098960,0000000";"1870907660,000000"
"EAFRD 14-20";"Projektová opatření";"4.3.1-Pozemkové úpravy";"0,0";"1391825002,00000000";"1364263827,0000000";"2756088829,000000"
"EAFRD 14-20";"Projektová opatření";"4.3.2-Lesnická infrastruktura";"0,0";"339090695,00000000";"332375802,0000000";"671466497,000000"
"EAFRD 14-20";"Projektová opatření";"6.1.1-Zahájení činnosti mladých zemědělců";"0,4";"467476583,51000011";"458218221,5200001";"925694805,030000"
"EAFRD 14-20";"Projektová opatření";"6.4.1-Investice do nezemědělských činností";"0,4";"238047738,00000000";"233333660,0000000";"471381398,000000"
"EAFRD 14-20";"Projektová opatření";"6.4.2-Podpora agroturistiky";"0,4";"93890621,00000000";"92031330,0000000";"185921951,000000"
"EAFRD 14-20";"Projektová opatření";"6.4.3-Investice na podporu energie z obnovitelných zdrojů";"0,4";"11083095,00000000";"10863614,0000000";"21946709,000000"
"EAFRD 14-20";"Projektová opatření";"8.3.1-Zavádění preventivních opatření v lesích";"0,4";"26339101,00000000";"25817516,0000000";"52156617,000000"
"EAFRD 14-20";"Projektová opatření";"8.4.1-Obnova lesních porostů po kalamitách";"0,4";"64820195,00000000";"63536537,0000000";"128356732,000000"
"EAFRD 14-20";"Projektová opatření";"8.4.2-Odstraňování škod způsobených povodněmi";"0,4";"14391277,00000000";"14106292,0000000";"28497569,000000"
"EAFRD 14-20";"Projektová opatření";"8.5.1-Investice do ochrany melioračních a zpevňujících dřevi";"0,4";"16163771,00000000";"15843561,0000000";"32007332,000000"
"EAFRD 14-20";"Projektová opatření";"8.5.2-Neproduktivní investice v lesích";"0,4";"58919954,00000000";"57753103,0000000";"116673057,000000"
"EAFRD 14-20";"Projektová opatření";"8.5.3-Přeměna porostů náhradních dřevin";"0,4";"55274175,00000000";"54179621,0000000";"109453796,000000"
"EAFRD 14-20";"Projektová opatření";"8.6.1-Technika a technologie pro lesní hospodářství";"0,4";"241002775,00000000";"236229945,0000000";"477232720,000000"
"EAFRD 14-20";"Projektová opatření";"8.6.2-Technické vybavení dřevozpracujících provozoven";"0,4";"56293275,00000000";"55178496,0000000";"111471771,000000"
"EZFRV";NA;"AEO-Agroenvironmentální opatření 2007-13";NA;"-535514,68000000";"-649637,4600000";"-1185152,140000"
"EZFRV";NA;"ELESP-Péče a náhrada";"0,4";"-17213,66000000";"-68854,5600000";"-86068,220000"
"EZFRV";NA;"ELESZ-Zalesnění";NA;"-104467,14000000";"-417868,5200000";"-522335,660000"
"EZFRV";NA;"I.1.1.1-Modernizace zemědělských podniků";NA;"-170967,00000000";"-512899,0000000";"-683866,000000"
"EZFRV";NA;"I.1.1.1.a-Stavby a technologie pro živočišnou výrobu";NA;"-1534177,86000000";"-4602532,5700000";"-6136710,430000"
"EZFRV";NA;"I.1.2.1.a-Lesnická technika - pořízení strojů";NA;"-29745,45000000";"-89236,3500000";"-118981,800000"
"EZFRV";NA;"I.1.3.1.c-Přidávání hodnoty zemědělským a potravinářským pro";NA;"-1474,10000000";"-4422,3200000";"-5896,420000"
"EZFRV";NA;"I.1.3.1.Z-Přidávání hodnoty zemědělským a potravinářským pro";NA;"-262330,83000000";"-786992,4800000";"-1049323,310000"
"EZFRV";NA;"I.3.1.b-Další odborné vzdělávání a informační činnost";NA;"-100000,23000000";"-299999,7700000";"-400000,000000"
"EZFRV";NA;"I.3.2-Zahájení činnosti mladých zemědělců";NA;"-498535,66000000";"-1151782,7500000";"-1650318,410000"
"EZFRV";NA;"I.3.4-Využívání poradenských služeb";NA;"-12965,67000000";"-38895,0200000";"-51860,690000"
"EZFRV";NA;"III.1.1.a-Diverzifikace činností nezemědělské povahy";NA;"-3089923,00000000";"-9269763,0000000";"-12359686,000000"
"EZFRV";NA;"III.1.2.a-Zakládání a rozvoj mikropodniku";NA;"-1241165,35000000";"-3723496,2700000";"-4964661,620000"
"EZFRV";NA;"III.1.2.f-Zakládání a rozvoj mikropodniku - území České rep";NA;"-9924,99000000";"-29775,0100000";"-39700,000000"
"EZFRV";NA;"III.2.1.2.-Občanské vybavení a služby";NA;"-5230622,69000000";"-3138373,1900000";"-8368995,880000"
"EZFRV";NA;"III.2.2.b-Obnova a zhodnocování kulturního dědictví venkova";NA;"-70480,04000000";"-211440,1000000";"-281920,140000"
"EZFRV";NA;"IV.1.2.3-Realizace místní rozvojové strategie";NA;"-2381,51000000";"-9526,0000000";"-11907,510000"
"EZFRV";NA;"LFA-Méně příznivé oblasti";"1,0";"-54241,88000000";"-216967,5300000";"-271209,410000"
"EZFRV 14+";NA;"1.1.1-Vzdělávací akce";"1,0";"866809,00000000";"849640,0000000";"1716449,000000"
"EZFRV 14+";NA;"1.2.1-Informační akce";"1,0";"424607,00000000";"416197,0000000";"840804,000000"
"EZFRV 14+";NA;"16.1.1-Podpora operačních skupin a projektů EIP";NA;"2771498,00000000";"2716606,0000000";"5488104,000000"
"EZFRV 14+";NA;"16.2.1-Podpora vývoje nových produktů, postupů a technologií";NA;"35911904,00000000";"35200771,0000000";"71112675,000000"
"EZFRV 14+";NA;"16.2.2-Podpora vývoje nových produktů, postupů a technologií";NA;"248563669,00000000";"243641611,0000000";"492205280,000000"
"EZFRV 14+";NA;"16.3.1-Sdílení zařízení a strojů";NA;"73676622,00000000";"72217636,0000000";"145894258,000000"
"EZFRV 14+";NA;"16.4.1-Horizontální a vertikální spolupráce mezi účastníky k";NA;"92780,00000000";"90942,0000000";"183722,000000"
"EZFRV 14+";NA;"19.2.1-Podpora provádění operací v rámci komunitně vedeného";NA;"229106212,00000000";"407298759,0000000";"636404971,000000"
"EZFRV 14+";NA;"19.3.1-Příprava a provádění činnosti spolupr.místních akčníc";NA;"392527,00000000";"697822,0000000";"1090349,000000"
"EZFRV 14+";NA;"20.1-Podpora technické pomoci (mimo CSV)";NA;"24296585,00000000";"23815426,0000000";"48112011,000000"
"EZFRV 14+";NA;"20.2-Podpora pro zřízení a činnost CSV";NA;"3913484,00000000";"3835975,0000000";"7749459,000000"
"EZFRV 14+";NA;"4.1.1-Investice do zemědělských podniků";NA;"721918941,00000000";"692378487,0000000";"1414297428,000000"
"EZFRV 14+";NA;"4.2.1-Zpracování a uvádění na trh zemědělských produktů";NA;"235085990,00000000";"230379153,0000000";"465465143,000000"
"EZFRV 14+";NA;"4.3.1-Pozemkové úpravy";NA;"251463662,00000000";"246484138,0000000";"497947800,000000"
"EZFRV 14+";NA;"4.3.2-Lesnická infrastruktura";NA;"42306366,00000000";"41468591,0000000";"83774957,000000"
"EZFRV 14+";NA;"6.1.1-Zahájení činnosti mladých zemědělců";"0,4";"96608543,31000002";"94695351,4000000";"191303894,710000"
"EZFRV 14+";NA;"6.4.1-Investice do nezemědělských činností";"0,4";"134674826,03000000";"132007822,7400000";"266682648,770000"
"EZFRV 14+";NA;"6.4.2-Podpora agroturistiky";"0,4";"41856125,00000000";"41027264,0000000";"82883389,000000"
"EZFRV 14+";NA;"8.3.1-Zavádění preventivních opatření v lesích";"0,4";"3240901,00000000";"3176724,0000000";"6417625,000000"
"EZFRV 14+";NA;"8.4.1-Obnova lesních porostů po kalamitách";"0,4";"39798429,00000000";"37064151,0000000";"76862580,000000"
"EZFRV 14+";NA;"8.4.2-Odstraňování škod způsobených povodněmi";"0,4";"1636234,00000000";"1603831,0000000";"3240065,000000"
"EZFRV 14+";NA;"8.5.1-Investice do ochrany melioračních a zpevňujících dřevi";"0,4";"12238504,00000000";"11996069,0000000";"24234573,000000"
"EZFRV 14+";NA;"8.5.2-Neproduktivní investice v lesích";"0,4";"15026880,00000000";"14729304,0000000";"29756184,000000"
"EZFRV 14+";NA;"8.5.3-Přeměna porostů náhradních dřevin";"0,4";"46605435,00000000";"45682551,0000000";"92287986,000000"
"EZFRV 14+";NA;"8.6.1-Technika a technologie pro lesní hospodářství";"0,4";"100823401,50000000";"98826577,5000000";"199649979,000000"
"EZFRV 14+";NA;"8.6.2-Technické vybavení dřevozpracujících provozoven";"0,4";"4909864,00000000";"4812636,0000000";"9722500,000000"
"EZFRV 14+";NA;"AEKO-Agroenvironmentálně-klimatické opatření (AEKO)";"1,0";"450529051,78000057";"1352039483,4800010";"1802568535,260006"
"EZFRV 14+";NA;"AEO-Agroenvironmentální opatření 2007-13 (AEO)";NA;"-18460,62000000";"-55383,6000000";"-73844,220000"
"EZFRV 14+";NA;"ANC-ANC Platba pro horské a jiné obl. s omez.";NA;"1088221547,38001251";"3265971095,2500114";"4354192642,629988"
"EZFRV 14+";NA;"EKOZ-Ekologické zemědělství (EZ)";"1,0";"224161732,13999954";"672571416,9399998";"896733149,079998"
"EZFRV 14+";NA;"ELESP-Péče a náhrada";"0,4";"5237705,37000000";"15713082,3000000";"20950787,670000"
"EZFRV 14+";NA;"GEN-Genofond - ochrana a reprodukce";NA;"2028383,64000000";"6085141,0600000";"8113524,700000"
"EZFRV 14+";NA;"IV.1.2.3-Realizace místní rozvojové strategie (EAFRD 07-14)";NA;"239760,00000000";"426240,0000000";"666000,000000"
"EZFRV 14+";NA;"LEOD-Lesnicko-environmentální opatření (LEO)";"1,0";"2227494,96000000";"6682399,3000000";"8909894,260000"
"EZFRV 14+";NA;"LESND-Natura 2000 v lesích";"1,0";"942890,18000000";"2828656,5900000";"3771546,770000"
"EZFRV 14+";NA;"LFA-Méně příznivé oblasti (LFA)";"1,0";"-92351,32000000";"-277055,2800000";"-369406,600000"
"EZFRV 14+";NA;"NAEKO-Navazující agroenvi.-klimatická opatření";"1,0";"328178300,74999857";"984901245,4100012";"1313079546,160001"
"EZFRV 14+";NA;"NAT-Natura 2000 na zemědělské půdě";"1,0";"6882198,58000001";"20649652,2700000";"27531850,850000"
"EZFRV 14+";NA;"NEKOZ-Navazující ekologické zemědělství";"1,0";"121433676,66999999";"364407126,5699998";"485840803,240000"
"EZFRV 14+";NA;"POR-Zachování porostního typu";NA;"9769950,20000000";"29309808,8400000";"39079759,040000"
"EZFRV 14+";NA;"PPO-PPO(exLFA) Platba-přechodně podp. oblas.";"1,0";"933587,35000000";"2801412,6600000";"3735000,010000"
"EZFRV 14+";NA;"PUZCP-Předčasné ukončení zemědělské činnosti (PUZČ)";NA;"21866190,07000001";"21433144,8400000";"43299334,910000"
"EZFRV 14+";NA;"WLF-Dobré životní podmínky zvířat (Welfare/DŽPZ)";NA;"85444236,52000000";"82137375,4900001";"167581612,010000"
"EZFRV 14+";NA;"ZZPLP-Zalesnění zemědělské půdy (ZZP)";"0,4";"272091,46000000";"816273,4800000";"1088364,940000"
"EZFRV 14+";NA;"ZZPPN-Podpora zalesňování/zakládání lesů včetně nákladů na z";"0,4";"724342,83000000";"2173020,0400000";"2897362,870000"
"EZZF";"Přímá podpora";"Bahnice a kozy (VCS)";NA;"0,00000000";"352611976,5299967";"352611976,529997"
"EZZF";"Přímá podpora";"Bílkovinné plodiny (VCS)";NA;"0,00000000";"2187727094,2899942";"2187727094,289994"
"EZZF";"Přímá podpora";"Brambory konzumní (VCS)";NA;"0,00000000";"238539114,5500001";"238539114,550000"
"EZZF";"Přímá podpora";"Brambory pro výrobu škrobu (VCS)";NA;"0,00000000";"401751642,9100011";"401751642,910001"
"EZZF";"Přímá podpora";"Chmel (VCS)";NA;"0,00000000";"408489468,3500001";"408489468,350000"
"EZZF";"Přímá podpora";"Cukrová řepa (VCS)";NA;"0,00000000";"2161263929,7300043";"2161263929,730004"
"EZZF";"Přímá podpora";"Dojnice (VCS)";NA;"2789,55000000";"6637676285,4900141";"6637679075,040014"
"EZZF";"Přímá podpora";"Finanční kompenzace";NA;"0,00000000";"1469272083,5499856";"1469272083,549986"
"EZZF";"Přímá podpora";"Greening";NA;"0,00000000";"33192053755,0279312";"33192053755,027931"
"EZZF";"Přímá podpora";"Mladý zemědělec";NA;"0,00000000";"635903910,4599957";"635903910,459996"
"EZZF";"Přímá podpora";"Oddělená platba za cukr";NA;"0,00000000";"554661,5000000";"554661,500000"
"EZZF";"Přímá podpora";"Ovoce s velmi vysokou pracností (VCS)";NA;"0,00000000";"334245281,9800000";"334245281,980000"
"EZZF";"Přímá podpora";"Ovoce s vysokou pracností (VCS)";NA;"0,00000000";"130310651,2699998";"130310651,270000"
"EZZF";"Přímá podpora";"Platba na plochu (SAPS)";NA;"0,00000000";"59593723251,4996414";"59593723251,499641"
"EZZF";"Přímá podpora";"Tele masného typu (VCS)";NA;"0,00000000";"3205479430,3502111";"3205479430,350211"
"EZZF";"Přímá podpora";"Zelenina s velmi vysokou pracností (VCS)";NA;"0,00000000";"411376311,7499990";"411376311,749999"
"EZZF";"Přímá podpora";"Zelenina s vysokou pracností (VCS)";NA;"0,00000000";"65724386,0200000";"65724386,020000"
"EZZF";"Společná organizace trhu";"Intervenční prodej";NA;"0,00000000";"-5333,1700000";"-5333,170000"
"EZZF";"Společná organizace trhu";"Mimořádná podpora na vepřové maso";NA;"111826855,87999997";"111826855,8800000";"223653711,760000"
"EZZF";"Společná organizace trhu";"Mimořádná podpora pro zemědělce v odvětví živočišné výroby -";NA;"-2410670,89000000";"-1607114,4900000";"-4017785,380000"
"EZZF";"Společná organizace trhu";"Mléko pro školy";NA;"824760434,54000020";"215995255,4800000";"1040755690,020000"
"EZZF";"Společná organizace trhu";"Opatření v oblasti propagace - Platby ze strany členských st";NA;"22906887,07000000";"47889262,6600000";"70796149,730000"
"EZZF";"Společná organizace trhu";"Operační fondy pro organizace producentů";NA;"-1166,61000000";"388161621,9800000";"388160455,370000"
"EZZF";"Společná organizace trhu";"Organizace a seskupení pěstitelů ovoce a zeleniny";NA;"589664,71000000";"1768994,1500000";"2358658,860000"
"EZZF";"Společná organizace trhu";"Organizace producentů";NA;"0,00000000";"76209042,8700000";"76209042,870000"
"EZZF";"Společná organizace trhu";"Ostatní opatření (mléko a mléčné výrobky)";NA;"167738548,65999985";"200004136,0999997";"367742684,760000"
"EZZF";"Společná organizace trhu";"Ostatní opatření (ovoce a zelenina)";NA;"0,00000000";"209917,7800000";"209917,780000"
"EZZF";"Společná organizace trhu";"Ovoce a zelenina do škol";NA;"72440753,46999998";"123533477,6100000";"195974231,080000"
"EZZF";"Společná organizace trhu";"Ovoce a zelenina do škol - hodnocení";NA;"-1728,49000000";"-4111,0100000";"-5839,500000"
"EZZF";"Společná organizace trhu";"Podpora spotřeby školního mléka";NA;"46123607,30000000";"11599673,2100000";"57723280,510000"
"EZZF";"Společná organizace trhu";"Projekt Ovoce do škol";NA;"799128296,86999989";"447350390,2399998";"1246478687,110000"
"EZZF";"Společná organizace trhu";"Propagace zemědělských produktů";NA;"26118717,28000000";"37487689,7500000";"63606407,030000"
"EZZF";"Společná organizace trhu";"Restrukturalizace a přeměna vinic";NA;"0,00000000";"139288384,3600000";"139288384,360000"
"EZZF";"Společná organizace trhu";"Sankce za nezpracovaný průmyslový cukr";NA;"0,00000000";"-237449,7500000";"-237449,750000"
"EZZF";"Společná organizace trhu";"Soukromé skladování";NA;"0,00000000";"5075234,3200000";"5075234,320000"
"EZZF";"Společná organizace trhu";"Soukromé skladování mléčných výrobků";NA;"0,00000000";"1846612,6500000";"1846612,650000"
"EZZF";"Společná organizace trhu";"Vinice - Investice (v rámci SOT s vínem)";NA;"0,00000000";"-86221,8600000";"-86221,860000"
"EZZF";"Společná organizace trhu";"Vnitrostátní programy podpory pro odvětví vína";NA;"0,00000000";"509326648,8100000";"509326648,810000"
"EZZF";"Společná organizace trhu";"Zvláštní podpora pro včelařství";NA;"117585013,72000000";"117334349,4700000";"234919363,190000"
"EZZF";"Společná organizace trhu";"Zvláštní podpora včelařství";NA;"33785730,75000000";"33607303,1900000";"67393033,940000"
"HRDP";NA;"Agroenvironmentální opatření HRDP";NA;"-561180,34000000";"-1413172,7400000";"-1974353,080000"
"HRDP";NA;"ELESZ";NA;"-31440,00000000";"-125760,0000000";"-157200,000000"
"HRDP";NA;"Méně příznivé oblasti";NA;"-3414401,62000000";"-2633706,4300000";"-6048108,050000"
